Date,Name,Year,Letterboxd URI,Rating
2026-05-03,Skanda,2023,https://boxd.it/D2ow,0.5
2026-05-03,I Saw the Devil,2010,https://boxd.it/FaK,3.5
2026-05-04,Anaganaga Oka Raju,2026,https://boxd.it/S8s0,2.5
2026-05-07,Love Insurance Kompany,2026,https://boxd.it/JTYO,2
2026-05-09,Dilwale,2015,https://boxd.it/cR60,1.5
2026-05-10,Main Hoon Na,2004,https://boxd.it/1OHA,3.5
2026-05-10,Little Hearts,2025,https://boxd.it/TjjA,4
2026-05-11,The Drama,2026,https://boxd.it/OA2w,4.5
2026-05-13,Aayirathil Oruvan,2010,https://boxd.it/2hP4,5
2026-05-13,Vaazha,2024,https://boxd.it/J7TG,3.5
2026-05-13,Vaazha II,2026,https://boxd.it/PFzW,3.5
2026-05-16,Kadhal Konden,2003,https://boxd.it/2hZo,5
2026-05-16,Ahalya,2015,https://boxd.it/bNYK,3
2026-05-16,Aparichit,2020,https://boxd.it/Wbzm,3.5
2026-05-17,Ra.One,2011,https://boxd.it/ZbS,2.5
2026-05-17,Karuppu,2026,https://boxd.it/QE3M,3
2026-05-18,Pil's Adventures,2021,https://boxd.it/pdO8,2
2026-05-20,Rahasya,2015,https://boxd.it/aANC,3.5
2026-05-20,Anjathe,2008,https://boxd.it/vve,4.5
2026-05-22,Julayi,2012,https://boxd.it/48eC,3
2026-05-23,Hum Saath Saath Hain,1999,https://boxd.it/aem,1.5
2026-05-24,Vivah,2006,https://boxd.it/1g1A,3
2026-05-24,Maaman,2025,https://boxd.it/RYXs,1.5
2026-05-24,Vaanam,2011,https://boxd.it/8OM,4
2026-05-26,Akhanda 2: Thaandavam,2025,https://boxd.it/QQk6,0.5
2026-05-26,Maine Pyar Kiya,1989,https://boxd.it/1rmY,2
2026-05-29,Baba,2002,https://boxd.it/8IY,2.5
2026-05-30,Leader,2026,https://boxd.it/VX2o,3
2026-05-31,Spanglish,2004,https://boxd.it/26Cy,2.5
2026-05-31,Monster Hunt,2015,https://boxd.it/b1pi,2.5
2026-05-31,The Monkey King,2023,https://boxd.it/vowm,2
2026-06-01,Bajrangi Bhaijaan,2015,https://boxd.it/bIbo,4.5
2026-06-02,Elio,2025,https://boxd.it/CFr8,3
2026-06-02,The Platform,2019,https://boxd.it/mUm6,3.5
2026-06-02,Barakamon,2014,https://boxd.it/qvSa,4.5
2026-06-02,16 Vayathinile,1977,https://boxd.it/8uC,3.5
2026-06-03,Mouna Raagam,1986,https://boxd.it/2SpW,4
2026-06-04,It's a Boy Girl Thing,2006,https://boxd.it/17F2,2.5
2026-06-06,29,2026,https://boxd.it/Wcjk,2.5
2026-06-09,Race Gurram,2014,https://boxd.it/7N6A,2.5
2026-06-11,Vanangaan,2025,https://boxd.it/zPxa,2
2026-06-14,Thanks Einstein,2024,https://boxd.it/S5zW,3.5
2026-06-14,Eagle,2024,https://boxd.it/HvFE,0.5
2026-06-16,Escape from Alcatraz,1979,https://boxd.it/1Vwk,3.5
2026-06-18,Kaavalan,2011,https://boxd.it/jJo,3
2026-06-18,Lage Raho Munna Bhai,2006,https://boxd.it/1BRs,3.5
2026-06-19,Brahmāstra Part One: Shiva,2022,https://boxd.it/hUJO,2.5
2026-06-20,Nela Ticket,2018,https://boxd.it/j8Ma,1
2026-06-20,War Horse,2011,https://boxd.it/nf8,3
2026-06-20,Echo of existence,2025,https://boxd.it/UCRS,4
2026-06-21,The Ron Clark Story,2006,https://boxd.it/1vDO,3
2026-06-23,ini,2020,https://boxd.it/HfBQ,4.5
2026-06-25,Just My Luck,2006,https://boxd.it/1XgS,2.5
2026-06-26,Blast,2026,https://boxd.it/WpcG,2.5
2026-06-26,Vasool Raja MBBS,2004,https://boxd.it/HGS,5
2026-06-26,Mentalese Express,2023,https://boxd.it/KeWu,3
2026-06-28,Summer Bus,2017,https://boxd.it/nbz2,3.5
2026-06-28,Scandal Makers,2008,https://boxd.it/1H4Q,3.5
2026-06-29,Marakkave Ninaikiren,2023,https://boxd.it/HezO,4.5
2026-06-30,Oru Oorla Oru Rajakumari,1995,https://boxd.it/gIjM,3
2026-06-30,Front of the Class,2008,https://boxd.it/9s8,4
2026-07-01,Nayagan Nayagi,2024,https://boxd.it/NDwC,3
2026-07-02,Obsession,2025,https://boxd.it/PNqo,4
